N-NUMBER,NAME,MFR MDL CODE,STATE,YEAR MFR
321TG,AMERICAN AIRLINES INC,13844FZ,TX,2023
321US,DELTA AIR LINES INC,3930320,GA,1991
321VH,AMERICAN AIRLINES INC,13845FZ,TX,2026
322DU,DELTA AIR LINES INC,1400015,GA,2024
322NB,DELTA AIR LINES INC,3930350,GA,2001
322RC,AMERICAN AIRLINES INC,3260415,TX,
322TH,AMERICAN AIRLINES INC,13844FZ,TX,2023
322VJ,AMERICAN AIRLINES INC,13845FZ,TX,2026
323DU,DELTA AIR LINES INC,1400015,GA,2023
323ED,AMERICAN AIRLINES INC,3260415,TX,2015
323NB,DELTA AIR LINES INC,3930350,GA,2001
323VK,AMERICAN AIRLINES INC,13845FZ,TX,2026
32404,UNITED AIRLINES INC,13848A1,IL,2001
324DU,DELTA AIR LINES INC,1400015,GA,2023
324ES,AMERICAN AIRLINES INC,3260415,TX,
324NB,DELTA AIR LINES INC,3930350,GA,2001
324PQ,DELTA AIR LINES INC,1390016,GA,2014
324RA,AMERICAN AIRLINES INC,13844FZ,TX,2017
325DM,AMERICAN AIRLINES INC,3260415,TX,
325DU,DELTA AIR LINES INC,1400015,GA,2024
325NB,DELTA AIR LINES INC,3930350,GA,2001
325PQ,DELTA AIR LINES INC,1390016,GA,2014
325US,DELTA AIR LINES INC,3930320,GA,1991
326CJ,AMERICAN AIRLINES INC,3260415,TX,
326DU,DELTA AIR LINES INC,1400015,GA,2024
326NB,DELTA AIR LINES INC,3930350,GA,2001
326PQ,DELTA AIR LINES INC,1390016,GA,2014
327DU,DELTA AIR LINES INC,1400015,GA,2024
327NB,DELTA AIR LINES INC,3930350,GA,2001
327NW,DELTA AIR LINES INC,3930320,GA,1992
327PG,AMERICAN AIRLINES INC,3260415,TX,2025
328DS,AMERICAN AIRLINES INC,3260410,TX,2024
328DU,DELTA AIR LINES INC,1400015,GA,2024
328NB,DELTA AIR LINES INC,3930350,GA,2001
328NW,DELTA AIR LINES INC,3930320,GA,1992
328TC,AMERICAN AIRLINES INC,13844FZ,TX,2023
329DD,AMERICAN AIRLINES INC,3260415,TX,2015
329DU,DELTA AIR LINES INC,1400015,GA,2025
329NB,DELTA AIR LINES INC,3930350,GA,2001
329NW,DELTA AIR LINES INC,3930320,GA,1992
330DU,DELTA AIR LINES INC,1400015,GA,2025
330JT,AMERICAN AIRLINES INC,3260415,TX,2025
330NB,DELTA AIR LINES INC,3930350,GA,2001
330PQ,DELTA AIR LINES INC,1390016,GA,2014
330TJ,AMERICAN AIRLINES INC,13844FZ,TX,2023
33132,UNITED AIRLINES INC,1384958,IL,1998
33182,UNITED AIRLINES INC,3260214,IL,2005
331CA,DELTA AIR LINES INC,1390015,GA,2002
331DU,DELTA AIR LINES INC,1400015,GA,2025
331NB,DELTA AIR LINES INC,3930350,GA,
331SC,AMERICAN AIRLINES INC,3260415,TX,
331TK,AMERICAN AIRLINES INC,13844FZ,TX,2023
33203,UNITED AIRLINES INC,13844BZ,IL,2000
33209,UNITED AIRLINES INC,13844BZ,IL,2000
33262,UNITED AIRLINES INC,13844BZ,IL,2001
33264,UNITED AIRLINES INC,13844BZ,IL,2001
33266,UNITED AIRLINES INC,13844BZ,IL,2001
33286,UNITED AIRLINES INC,13844BZ,IL,2004
33289,UNITED AIRLINES INC,13844BZ,IL,2004
33292,UNITED AIRLINES INC,13844BZ,IL,2004
332DU,DELTA AIR LINES INC,1400015,GA,2025
332JG,AMERICAN AIRLINES INC,3260415,TX,2015
332NB,DELTA AIR LINES INC,3930350,GA,2001
333DU,DELTA AIR LINES INC,1400015,GA,2025
333NB,DELTA AIR LINES INC,3930350,GA,2001
333NW,DELTA AIR LINES INC,3930320,GA,1992
333RQ,AMERICAN AIRLINES INC,3260415,TX,
334CR,AMERICAN AIRLINES INC,3260415,TX,
334DU,DELTA AIR LINES INC,1400015,GA,2025
334NB,DELTA AIR LINES INC,3930350,GA,2002
334NW,DELTA AIR LINES INC,3930322,GA,1992
334TL,AMERICAN AIRLINES INC,13844FZ,TX,2023
335DU,DELTA AIR LINES INC,1400015,GA,2025
335JS,AMERICAN AIRLINES INC,3260415,TX,2015
335NB,DELTA AIR LINES INC,3930350,GA,2002
335NW,DELTA AIR LINES INC,3930322,GA,1992
335PH,AMERICAN AIRLINES INC,1384414,TX,2017
335PQ,DELTA AIR LINES INC,1390016,GA,2014
336DU,DELTA AIR LINES INC,1400015,GA,2025
336NB,DELTA AIR LINES INC,3930350,GA,2002
336NW,DELTA AIR LINES INC,3930322,GA,1992
336PQ,DELTA AIR LINES INC,1390016,GA,2014
336TM,AMERICAN AIRLINES INC,13844FZ,TX,2023
336TS,AMERICAN AIRLINES INC,3260415,TX,
33714,UNITED AIRLINES INC,13844BY,IL,1998
337DU,DELTA AIR LINES INC,1400015,GA,2026
337MR,AMERICAN AIRLINES INC,3260410,TX,
337NB,DELTA AIR LINES INC,3930350,GA,2002
337NW,DELTA AIR LINES INC,3930322,GA,1992
337TN,AMERICAN AIRLINES INC,13844FZ,TX,2023
338AS,AMERICAN AIRLINES INC,3260415,TX,
338DU,DELTA AIR LINES INC,1400015,GA,2026
338NB,DELTA AIR LINES INC,3940002,GA,2002
338NW,DELTA AIR LINES INC,3930322,GA,1992
339HG,AMERICAN AIRLINES INC,3260415,TX,
339NB,DELTA AIR LINES INC,3940002,GA,2002
339NW,DELTA AIR LINES INC,3930322,GA,1992
339TP,AMERICAN AIRLINES INC,13844FZ,TX,2023
340CA,DELTA AIR LINES INC,1390015,GA,2002
340LV,SOUTHWEST AIRLINES CO,13844BA,TX,1987
340NB,DELTA AIR LINES INC,3940002,GA,2002
340NW,DELTA AIR LINES INC,3930322,GA,1992
340TC,AMERICAN AIRLINES INC,3260415,TX,
34131,UNITED AIRLINES INC,1384958,IL,1998
34137,UNITED AIRLINES INC,1384958,IL,1999
341MB,AMERICAN AIRLINES INC,3260415,TX,
341NB,DELTA AIR LINES INC,3940002,GA,2002
341NW,DELTA AIR LINES INC,3930322,GA,1992
341TR,AMERICAN AIRLINES INC,13844FZ,TX,2023
34222,UNITED AIRLINES INC,13844BZ,IL,1998
342NB,DELTA AIR LINES INC,3940002,GA,2002
342NW,DELTA AIR LINES INC,3930322,GA,1992
342SX,AMERICAN AIRLINES INC,13844FZ,TX,2023
343NB,DELTA AIR LINES INC,3940002,GA,2002
343NW,DELTA AIR LINES INC,3930322,GA,1992
343SY,AMERICAN AIRLINES INC,13844FZ,TX,2023
34455,UNITED AIRLINES INC,13848A3,IL,2012
34460,UNITED AIRLINES INC,13848A3,IL,2012
344NB,DELTA AIR LINES INC,3940002,GA,2002
344NW,DELTA AIR LINES INC,3930322,GA,1992
344TS,AMERICAN AIRLINES INC,13844FZ,TX,2024
34547,UNITED AIRLINES INC,3930916,IL,2025
34551,UNITED AIRLINES INC,3930916,IL,2025
34562,UNITED AIRLINES INC,3930916,IL,2025
345NB,DELTA AIR LINES INC,3940002,GA,
345NW,DELTA AIR LINES INC,3930322,GA,1993
346BB,AMERICAN AIRLINES INC,3260415,TX,
346NB,DELTA AIR LINES INC,3940002,GA,2002
347NB,DELTA AIR LINES INC,3940002,GA,2002
347NW,DELTA AIR LINES INC,3930322,GA,1993
347TT,AMERICAN AIRLINES INC,13844FZ,TX,2024
348NB,DELTA AIR LINES INC,3940002,GA,2002
348NW,DELTA AIR LINES INC,3930322,GA,1993
348TU,AMERICAN AIRLINES INC,13844FZ,TX,2024
349NB,DELTA AIR LINES INC,3940002,GA,2002
349NW,DELTA AIR LINES INC,3930322,GA,1993
349TV,AMERICAN AIRLINES INC,13844FZ,TX,2025
350NA,DELTA AIR LINES INC,3930322,GA,1993
351NB,DELTA AIR LINES INC,3940002,GA,2002
351NW,DELTA AIR LINES INC,3930322,GA,1997
35204,UNITED AIRLINES INC,13844BZ,IL,2000
35236,UNITED AIRLINES INC,13844BZ,IL,1999
35260,UNITED AIRLINES INC,13844BZ,IL,2001
35271,UNITED AIRLINES INC,13844BZ,IL,2001
352NB,DELTA AIR LINES INC,3940002,GA,2002
352NW,DELTA AIR LINES INC,3930322,GA,1998
353DN,DELTA AIR LINES INC,3940028,GA,2018
353NB,DELTA AIR LINES INC,3940002,GA,2002
353NW,DELTA AIR LINES INC,3930322,GA,1998
35407,UNITED AIRLINES INC,13848A1,IL,2001
354CA,DELTA AIR LINES INC,1390015,GA,2002
354DN,DELTA AIR LINES INC,3940028,GA,2018
354NB,DELTA AIR LINES INC,3940002,GA,2002
354NW,DELTA AIR LINES INC,3930322,GA,1998
354PT,AMERICAN AIRLINES INC,1384414,TX,2017
354SW,SOUTHWEST AIRLINES CO,138447K,TX,1991
355CA,DELTA AIR LINES INC,1390015,GA,2002
355DN,DELTA AIR LINES INC,3940028,GA,2018
355NB,DELTA AIR LINES INC,3940002,GA,2002
355NW,DELTA AIR LINES INC,3930322,GA,1998
355PU,AMERICAN AIRLINES INC,1384414,TX,2017
355SW,SOUTHWEST AIRLINES CO,138447K,TX,1991
355TW,AMERICAN AIRLINES INC,13844FZ,TX,2024
356DN,DELTA AIR LINES INC,3940028,GA,2018
356NW,DELTA AIR LINES INC,3930322,GA,1998
356TX,AMERICAN AIRLINES INC,13844FZ,TX,2024
357DN,DELTA AIR LINES INC,3940028,GA,2018
357NB,DELTA AIR LINES INC,3940002,GA,2002
357NW,DELTA AIR LINES INC,3930322,GA,1998
357TY,AMERICAN AIRLINES INC,13844FZ,TX,2024
358DN,DELTA AIR LINES INC,3940028,GA,2018
358NB,DELTA AIR LINES INC,3940002,GA,2003
358NW,DELTA AIR LINES INC,3930322,GA,1998
35953,UNITED AIRLINES INC,1385609,IL,2015
359NB,DELTA AIR LINES INC,3940002,GA,2003
359NW,DELTA AIR LINES INC,3930322,GA,1998
359PX,AMERICAN AIRLINES INC,1384414,TX,2017
360DN,DELTA AIR LINES INC,3940028,GA,2018
360NB,DELTA AIR LINES INC,3940002,GA,2003
360NW,DELTA AIR LINES INC,3930322,GA,1998
361DN,DELTA AIR LINES INC,3940028,GA,2018
361NB,DELTA AIR LINES INC,3940002,GA,2003
361NW,DELTA AIR LINES INC,3930322,GA,1998
36207,UNITED AIRLINES INC,13844BZ,IL,2000
36247,UNITED AIRLINES INC,13844BZ,IL,1999
36272,UNITED AIRLINES INC,13844BZ,IL,2001
36280,UNITED AIRLINES INC,13844BZ,IL,2003
362DN,DELTA AIR LINES INC,3940028,GA,2018
362NB,DELTA AIR LINES INC,3940002,GA,2003
362NW,DELTA AIR LINES INC,3930322,GA,1998
363DN,DELTA AIR LINES INC,3940028,GA,2018
363NB,DELTA AIR LINES INC,3940002,GA,2003
363NW,DELTA AIR LINES INC,3930322,GA,1998
36444,UNITED AIRLINES INC,13848A3,IL,2010
36447,UNITED AIRLINES INC,13848A3,IL,2012
36469,UNITED AIRLINES INC,13848A3,IL,2013
36472,UNITED AIRLINES INC,13848A3,IL,2013
36476,UNITED AIRLINES INC,13848A3,IL,2013
364DX,DELTA AIR LINES INC,3940028,GA,2018
364NB,DELTA AIR LINES INC,3940002,GA,2003
364NW,DELTA AIR LINES INC,3930322,GA,1999
365DN,DELTA AIR LINES INC,3940028,GA,2018
365NB,DELTA AIR LINES INC,3940002,GA,2003
365NW,DELTA AIR LINES INC,3930322,GA,1999
366DX,DELTA AIR LINES INC,3940005,GA,2019
366NB,DELTA AIR LINES INC,3940002,GA,2003
366NW,DELTA AIR LINES INC,3930322,GA,1999
367CA,DELTA AIR LINES INC,1390015,GA,2002
367DN,DELTA AIR LINES INC,3940005,GA,2019
367NW,DELTA AIR LINES INC,3930322,GA,1999
368CA,DELTA AIR LINES INC,1390015,GA,2003
368DN,DELTA AIR LINES INC,3940005,GA,2019
368NB,DELTA AIR LINES INC,3940002,GA,2003
368NW,DELTA AIR LINES INC,3930322,GA,1999
36962,UNITED AIRLINES INC,1385609,IL,2015
369DN,DELTA AIR LINES INC,3940005,GA,2019
369NB,DELTA AIR LINES INC,3940002,GA,2003
369NW,DELTA AIR LINES INC,3930322,GA,1999
37018,UNITED AIRLINES INC,1385225,IL,2002
370DN,DELTA AIR LINES INC,3940005,GA,2019
370HA,HAWAIIAN AIRLINES INC,3940018,HI,2014
370NB,DELTA AIR LINES INC,3940002,GA,2003
370NW,DELTA AIR LINES INC,3930322,GA,1999
371CA,DELTA AIR LINES INC,1390015,GA,2003
371DA,DELTA AIR LINES INC,13844CF,GA,1998
371DN,DELTA AIR LINES INC,3940005,GA,2019
371NB,DELTA AIR LINES INC,3940002,GA,2003
371NW,DELTA AIR LINES INC,3930322,GA,2001
37252,UNITED AIRLINES INC,13844BZ,IL,2000
37253,UNITED AIRLINES INC,13844BZ,IL,2000
37255,UNITED AIRLINES INC,13844BZ,IL,2000
37263,UNITED AIRLINES INC,13844BZ,IL,2001
37267,UNITED AIRLINES INC,13844BZ,IL,2001
37273,UNITED AIRLINES INC,13844BZ,IL,2001
37274,UNITED AIRLINES INC,13844BZ,IL,2002
37277,UNITED AIRLINES INC,13844BZ,IL,2002
37278,UNITED AIRLINES INC,13844FZ,IL,2022
37281,UNITED AIRLINES INC,13844BZ,IL,2003
37287,UNITED AIRLINES INC,13844BZ,IL,2004
37290,UNITED AIRLINES INC,13844BZ,IL,2004
37295,UNITED AIRLINES INC,13844FZ,IL,2023
37297,UNITED AIRLINES INC,13844FZ,IL,2024
372DA,DELTA AIR LINES INC,13844CF,GA,1998
372NW,DELTA AIR LINES INC,3930322,GA,2001
37307,UNITED AIRLINES INC,13844FZ,IL,2019
3730B,DELTA AIR LINES INC,13844CF,GA,2000
3731T,DELTA AIR LINES INC,13844CF,GA,2000
37324,UNITED AIRLINES INC,13844FZ,IL,2023
3732J,DELTA AIR LINES INC,13844CF,GA,2000
3733Z,DELTA AIR LINES INC,13844CF,GA,2000
37348,UNITED AIRLINES INC,13844FZ,IL,2024
3734B,DELTA AIR LINES INC,13844CF,GA,2000
37352,UNITED AIRLINES INC,13844FZ,IL,2024
37353,UNITED AIRLINES INC,13844FZ,IL,2024
37354,UNITED AIRLINES INC,13844FZ,IL,2024
3735D,DELTA AIR LINES INC,13844CF,GA,2000
37365,UNITED AIRLINES INC,13845FZ,IL,2025
37367,UNITED AIRLINES INC,13845FZ,IL,2025
37368,UNITED AIRLINES INC,13845FZ,IL,2025
3736C,DELTA AIR LINES INC,13844CF,GA,2000
37371,UNITED AIRLINES INC,13845FZ,IL,2025
37372,UNITED AIRLINES INC,13845FZ,IL,2025
3737C,DELTA AIR LINES INC,13844CF,GA,2000
3738B,DELTA AIR LINES INC,13844CF,GA,2000
3739P,DELTA AIR LINES INC,13844CF,GA,2000
373DA,DELTA AIR LINES INC,13844CF,GA,1998
373HA,HAWAIIAN AIRLINES INC,3940018,HI,2014
373NW,DELTA AIR LINES INC,3930322,GA,2001
37408,UNITED AIRLINES INC,13848A1,IL,2001
37409,UNITED AIRLINES INC,13848A1,IL,2001
3740C,DELTA AIR LINES INC,13844CF,GA,2000
37413,UNITED AIRLINES INC,13848A3,IL,2008
37419,UNITED AIRLINES INC,13848A3,IL,2008
3741S,DELTA AIR LINES INC,13844CF,GA,2001
37420,UNITED AIRLINES INC,13848A3,IL,2008
37422,UNITED AIRLINES INC,13848A3,IL,2008
37427,UNITED AIRLINES INC,13848A3,IL,2008
3742C,DELTA AIR LINES INC,13844CF,GA,2001
37434,UNITED AIRLINES INC,13848A3,IL,2009
37437,UNITED AIRLINES INC,13848A3,IL,2009
3743H,DELTA AIR LINES INC,13844CF,GA,2001
37440,UNITED AIRLINES INC,138470A,IL,2026
3744F,DELTA AIR LINES INC,13844CF,GA,2001
37456,UNITED AIRLINES INC,13848A3,IL,2012
3745B,DELTA AIR LINES INC,13844CF,GA,2001
37462,UNITED AIRLINES INC,13848A3,IL,2012
37464,UNITED AIRLINES INC,13848A3,IL,2012
37465,UNITED AIRLINES INC,13848A3,IL,2013
37466,UNITED AIRLINES INC,13848A3,IL,2013
37468,UNITED AIRLINES INC,13848A3,IL,2013
3746H,DELTA AIR LINES INC,13844CF,GA,2001
37470,UNITED AIRLINES INC,13848A3,IL,2013
37471,UNITED AIRLINES INC,13848A3,IL,2013
37474,UNITED AIRLINES INC,13848A3,IL,2013
3747D,DELTA AIR LINES INC,13844CF,GA,2001
3748Y,DELTA AIR LINES INC,13844CF,GA,2001
3749D,DELTA AIR LINES INC,13844CF,GA,2001
374DA,DELTA AIR LINES INC,13844CF,GA,1998
374HA,HAWAIIAN AIRLINES INC,3940018,HI,2014
374NW,DELTA AIR LINES INC,3930322,GA,2001
37502,UNITED AIRLINES INC,138469A,IL,2018
37504,UNITED AIRLINES INC,138469A,IL,2018
37506,UNITED AIRLINES INC,138469A,IL,2018
37507,UNITED AIRLINES INC,138469A,IL,
37508,UNITED AIRLINES INC,138469A,IL,
3750D,DELTA AIR LINES INC,13844CF,GA,2001
37510,UNITED AIRLINES INC,138469A,IL,2019
37513,UNITED AIRLINES INC,138469A,IL,2019
37514,UNITED AIRLINES INC,138469A,IL,2019
3751B,DELTA AIR LINES INC,13844CF,GA,2001
3752,DELTA AIR LINES INC,13844CF,GA,2001
3753,DELTA AIR LINES INC,13844CF,GA,2001
37531,UNITED AIRLINES INC,138469A,IL,2022
37532,UNITED AIRLINES INC,138469A,IL,2022
37534,UNITED AIRLINES INC,138469A,IL,2022
37535,UNITED AIRLINES INC,138469A,IL,2022
37536,UNITED AIRLINES INC,138469A,IL,2022
37537,UNITED AIRLINES INC,138469A,IL,2022
37538,UNITED AIRLINES INC,138469A,IL,
37540,UNITED AIRLINES INC,138469A,IL,2022
37541,UNITED AIRLINES INC,138469A,IL,2022
37542,UNITED AIRLINES INC,138469A,IL,2022
37545,UNITED AIRLINES INC,138469A,IL,2022
37547,UNITED AIRLINES INC,138469A,IL,2022
37548,UNITED AIRLINES INC,138469A,IL,2022
37549,UNITED AIRLINES INC,138469A,IL,2023
3754A,DELTA AIR LINES INC,13844CF,GA,2001
37551,UNITED AIRLINES INC,138469A,IL,2023
37553,UNITED AIRLINES INC,138470A,IL,2023
37554,UNITED AIRLINES INC,138469A,IL,2023
37555,UNITED AIRLINES INC,138470A,IL,2023
37556,UNITED AIRLINES INC,138469A,IL,2023
3755D,DELTA AIR LINES INC,13844CF,GA,2001
3756,DELTA AIR LINES INC,13844CF,GA,2001
37560,UNITED AIRLINES INC,138469A,IL,2023
37561,UNITED AIRLINES INC,138470A,IL,2023
37562,UNITED AIRLINES INC,138470A,IL,2023
37563,UNITED AIRLINES INC,138470A,IL,2023
37567,UNITED AIRLINES INC,138470A,IL,2023
37577,UNITED AIRLINES INC,138470A,IL,2023
3757D,DELTA AIR LINES INC,13844CF,GA,2001
3758Y,DELTA AIR LINES INC,13844CF,GA,2001
3759,DELTA AIR LINES INC,13844CF,GA,2001
375DA,DELTA AIR LINES INC,13844CF,GA,1998
375DN,DELTA AIR LINES INC,3940005,GA,2019
375NC,DELTA AIR LINES INC,3940010,GA,2002
3760C,DELTA AIR LINES INC,13844CF,GA,2001
3761R,DELTA AIR LINES INC,13844CF,GA,2001
3762Y,DELTA AIR LINES INC,13844CF,GA,2001
3763D,DELTA AIR LINES INC,13844CF,GA,2001
3764D,DELTA AIR LINES INC,13844CF,GA,2001
3765,DELTA AIR LINES INC,13844CF,GA,2001
3766,DELTA AIR LINES INC,13844CF,GA,2001
3767,DELTA AIR LINES INC,13844CF,GA,2001
3768,DELTA AIR LINES INC,13844CF,GA,2002
3769L,DELTA AIR LINES INC,13844CF,GA,2002
376CA,DELTA AIR LINES INC,1390015,GA,2003
376DA,DELTA AIR LINES INC,13844CF,GA,1999
376DN,DELTA AIR LINES INC,3940005,GA,2019
376NW,DELTA AIR LINES INC,3940010,GA,2002
37700,DELTA AIR LINES INC,13844CF,GA,2002
3771K,DELTA AIR LINES INC,13844CF,GA,2002
3772H,DELTA AIR LINES INC,138440F,GA,2010
3773D,DELTA AIR LINES INC,138440F,GA,2010
377DA,DELTA AIR LINES INC,13844CF,GA,1999
377DE,DELTA AIR LINES INC,13844ZQ,GA,2014
377DN,DELTA AIR LINES INC,3940005,GA,2019
377NW,DELTA AIR LINES INC,3940025,GA,2003
378DA,DELTA AIR LINES INC,13844CF,GA,1999
378NW,DELTA AIR LINES INC,3940025,GA,2003
379CA,DELTA AIR LINES INC,1390015,GA,2003
379DA,DELTA AIR LINES INC,13844CF,GA,1999
380DA,DELTA AIR LINES INC,13844CF,GA,1999
381DN,DELTA AIR LINES INC,13844CF,GA,1999
38257,UNITED AIRLINES INC,13844BZ,IL,2000
38268,UNITED AIRLINES INC,13844BZ,IL,2001
382DA,DELTA AIR LINES INC,13844CF,GA,1999
382DN,DELTA AIR LINES INC,3940005,GA,2019
383DN,DELTA AIR LINES INC,13844CF,GA,1999
383DZ,DELTA AIR LINES INC,3940005,GA,2019
383HA,HAWAIIAN AIRLINES INC,3940018,HI,2011
38403,UNITED AIRLINES INC,13848A1,IL,2001
38417,UNITED AIRLINES INC,13848A3,IL,2008
38424,UNITED AIRLINES INC,13848A3,IL,2008
38443,UNITED AIRLINES INC,13848A3,IL,2010
38446,UNITED AIRLINES INC,13848A3,IL,2012
38451,UNITED AIRLINES INC,13848A3,IL,2012
38454,UNITED AIRLINES INC,13848A3,IL,2012
38458,UNITED AIRLINES INC,13848A3,IL,2012
38459,UNITED AIRLINES INC,13848A3,IL,2012
38467,UNITED AIRLINES INC,13848A3,IL,2013
38473,UNITED AIRLINES INC,13848A3,IL,2013
38479,UNITED AIRLINES INC,138488H,IL,2016
384DA,DELTA AIR LINES INC,13844CF,GA,1999
384DN,DELTA AIR LINES INC,3940005,GA,2019
384HA,HAWAIIAN AIRLINES INC,3940018,HI,2011
385DN,DELTA AIR LINES INC,13844CF,GA,1999
385DZ,DELTA AIR LINES INC,3940005,GA,2019
385HA,HAWAIIAN AIRLINES INC,3940018,HI,2012
386DA,DELTA AIR LINES INC,13844CF,GA,1999
386HA,HAWAIIAN AIRLINES INC,3940018,HI,2012
38727,UNITED AIRLINES INC,13844BY,IL,1999
387DA,DELTA AIR LINES INC,13844CF,GA,2000
387DN,DELTA AIR LINES INC,3940005,GA,2019
388DA,DELTA AIR LINES INC,13844CF,GA,2000
38950,UNITED AIRLINES INC,1385609,IL,2014
38955,UNITED AIRLINES INC,1385609,IL,2015
389DA,DELTA AIR LINES INC,13844CF,GA,2000
390CA,DELTA AIR LINES INC,1390015,GA,2003
390DA,DELTA AIR LINES INC,13844CF,GA,2000
390DN,DELTA AIR LINES INC,3940005,GA,2019
391CA,DELTA AIR LINES INC,1390015,GA,2003
391DA,DELTA AIR LINES INC,13844CF,GA,2000
391HA,HAWAIIAN AIRLINES INC,3940018,HI,2013
392DA,DELTA AIR LINES INC,13844CF,GA,2000
392DN,DELTA AIR LINES INC,3940005,GA,2019
393DA,DELTA AIR LINES INC,13844CF,GA,2000
393DN,DELTA AIR LINES INC,3940305,GA,2019
393HA,HAWAIIAN AIRLINES INC,3940018,HI,2013
39415,UNITED AIRLINES INC,13848A3,IL,2008
39416,UNITED AIRLINES INC,13848A3,IL,2008
39418,UNITED AIRLINES INC,13848A3,IL,2008
39423,UNITED AIRLINES INC,13848A3,IL,2008
39450,UNITED AIRLINES INC,13848A3,IL,2012
39461,UNITED AIRLINES INC,13848A3,IL,2012
39463,UNITED AIRLINES INC,13848A3,IL,2012
39475,UNITED AIRLINES INC,13848A3,IL,2013
394DA,DELTA AIR LINES INC,13844CF,GA,2000
394DX,DELTA AIR LINES INC,3940005,GA,2019
395DN,DELTA AIR LINES INC,13844CF,GA,2000
395DZ,DELTA AIR LINES INC,3940305,GA,2019
395HA,HAWAIIAN AIRLINES INC,3940018,HI,2013
396DA,DELTA AIR LINES INC,13844CF,GA,2000
396DN,DELTA AIR LINES INC,3940005,GA,2019
396HA,HAWAIIAN AIRLINES INC,3940018,HI,2014
39726,UNITED AIRLINES INC,13844BY,IL,1999
39728,UNITED AIRLINES INC,13844BY,IL,1999
397DA,DELTA AIR LINES INC,13844CF,GA,2000
397DN,DELTA AIR LINES INC,3940005,GA,2019
398CA,DELTA AIR LINES INC,1390015,GA,2003
398DA,DELTA AIR LINES INC,13844CF,GA,2000
399DA,DELTA AIR LINES INC,13844CF,GA,2000
399HA,HAWAIIAN AIRLINES INC,3940018,HI,2014
4005X,AMERICAN AIRLINES INC,3940034,TX,2013
401DZ,DELTA AIR LINES INC,3940098,GA,2019
401UA,UNITED AIRLINES INC,3930326,IL,1993
402AS,ALASKA AIRLINES INC,13848CE,WA,2012
402UA,UNITED AIRLINES INC,3930326,IL,1993
4032T,AMERICAN AIRLINES INC,3940034,TX,2015
403AS,ALASKA AIRLINES INC,13848CE,WA,2012
403DX,DELTA AIR LINES INC,3940098,GA,2019
404DX,DELTA AIR LINES INC,3940098,GA,2019
404UA,UNITED AIRLINES INC,3930326,IL,1993
406UA,UNITED AIRLINES INC,3930326,IL,1994
407AS,ALASKA AIRLINES INC,13848CE,WA,2012
408AS,ALASKA AIRLINES INC,13848CE,WA,2012
409AS,ALASKA AIRLINES INC,13848CE,WA,2013
409WN,SOUTHWEST AIRLINES CO,1384404,TX,2001
410WN,SOUTHWEST AIRLINES CO,1384404,TX,2001
41104,UNITED AIRLINES INC,3260214,IL,2002
41135,UNITED AIRLINES INC,1384958,IL,1999
41140,UNITED AIRLINES INC,1384958,IL,2000
412DX,DELTA AIR LINES INC,3940098,GA,2022
412UW,AMERICAN AIRLINES INC,3940051,TX,2019
413AS,ALASKA AIRLINES INC,13848CE,WA,2013
413DX,DELTA AIR LINES INC,3940314,GA,2022
413WN,SOUTHWEST AIRLINES CO,1384404,TX,2001
414DZ,DELTA AIR LINES INC,3940314,GA,2022
415DX,DELTA AIR LINES INC,3940314,GA,2022
416AN,AMERICAN AIRLINES INC,3940051,TX,2020
416DX,DELTA AIR LINES INC,3940098,GA,2022
417DX,DELTA AIR LINES INC,3940098,GA,2022
418DX,DELTA AIR LINES INC,3940098,GA,2022
419AN,AMERICAN AIRLINES INC,3940051,TX,2020
419AS,ALASKA AIRLINES INC,13848CE,WA,2013
419DX,DELTA AIR LINES INC,3940314,GA,2022
420AN,AMERICAN AIRLINES INC,3940051,TX,2020
420DX,DELTA AIR LINES INC,3940314,GA,2022
420WN,SOUTHWEST AIRLINES CO,1384404,TX,2001
421DX,DELTA AIR LINES INC,3940314,GA,2023
421LV,SOUTHWEST AIRLINES CO,1384404,TX,2001
421UW,AMERICAN AIRLINES INC,3940051,TX,2020
422AN,AMERICAN AIRLINES INC,3940051,TX,2020
422DZ,DELTA AIR LINES INC,3940314,GA,2023
423AS,ALASKA AIRLINES INC,13848CE,WA,2013
423DX,DELTA AIR LINES INC,3940314,GA,2023
424AN,AMERICAN AIRLINES INC,3940051,TX,2020
424DX,DELTA AIR LINES INC,3940314,GA,2023
424WN,SOUTHWEST AIRLINES CO,1384404,TX,2002
425AN,AMERICAN AIRLINES INC,3940051,TX,2020
425DX,DELTA AIR LINES INC,3940314,GA,2023
425LV,SOUTHWEST AIRLINES CO,1384404,TX,2002
426DZ,DELTA AIR LINES INC,3940314,GA,2023
426UA,UNITED AIRLINES INC,3930326,IL,1995
426WN,SOUTHWEST AIRLINES CO,1384404,TX,2002
427AN,AMERICAN AIRLINES INC,3940051,TX,2020
427DX,DELTA AIR LINES INC,3940314,GA,2023
427UA,UNITED AIRLINES INC,3930326,IL,1995
427WN,SOUTHWEST AIRLINES CO,1384404,TX,2002
428AS,ALASKA AIRLINES INC,13848CE,WA,2016
428DX,DELTA AIR LINES INC,3940314,GA,2024
428UA,UNITED AIRLINES INC,3930326,IL,1995
428WN,SOUTHWEST AIRLINES CO,1384404,TX,2002
429DX,DELTA AIR LINES INC,3940314,GA,2024
429UA,UNITED AIRLINES INC,3930326,IL,1995
