N-NUMBER,NAME,MFR MDL CODE,STATE,YEAR MFR
813AN,AMERICAN AIRLINES INC,1388002,TX,2016
813DN,DELTA AIR LINES INC,138488K,GA,2014
813NW,DELTA AIR LINES INC,3940030,GA,
813UA,UNITED AIRLINES INC,3930317,IL,1998
81449,UNITED AIRLINES INC,13848A3,IL,2012
814AA,AMERICAN AIRLINES INC,1388002,TX,2016
814AK,ALASKA AIRLINES INC,13845FZ,WA,2025
814DN,DELTA AIR LINES INC,138488K,GA,2014
814NN,AMERICAN AIRLINES INC,13844CB,TX,2009
814NW,DELTA AIR LINES INC,3940030,GA,2006
814UA,UNITED AIRLINES INC,3930317,IL,1998
815AA,AMERICAN AIRLINES INC,1388002,TX,2016
815AK,ALASKA AIRLINES INC,13845FZ,WA,2025
815DN,DELTA AIR LINES INC,138488K,GA,2014
815NW,DELTA AIR LINES INC,3940030,GA,2007
815UA,UNITED AIRLINES INC,3930317,IL,1998
816AA,AMERICAN AIRLINES INC,1388002,TX,2016
816AK,ALASKA AIRLINES INC,13845FZ,WA,2025
816DN,DELTA AIR LINES INC,138488K,GA,2014
816NW,DELTA AIR LINES INC,3940030,GA,2007
816UA,UNITED AIRLINES INC,3930317,IL,1998
817AN,AMERICAN AIRLINES INC,1388002,TX,2017
817BC,DELTA AIR LINES INC,1383700,GA,
817DN,DELTA AIR LINES INC,138488K,GA,2014
817NN,AMERICAN AIRLINES INC,13844CB,TX,2009
817NW,DELTA AIR LINES INC,3940030,GA,2007
817UA,UNITED AIRLINES INC,3930317,IL,1998
818AL,AMERICAN AIRLINES INC,1388002,TX,2017
818DA,DELTA AIR LINES INC,138488K,GA,2014
818NW,DELTA AIR LINES INC,3940030,GA,2007
818UA,UNITED AIRLINES INC,3930317,IL,1998
819AN,AMERICAN AIRLINES INC,1388002,TX,2017
819DN,DELTA AIR LINES INC,138488K,GA,2014
819DX,DELTA AIR LINES INC,1384907,GA,2004
819NN,AMERICAN AIRLINES INC,13844CB,TX,2009
819NW,DELTA AIR LINES INC,3940030,GA,2007
819UA,UNITED AIRLINES INC,3930317,IL,1998
820AL,AMERICAN AIRLINES INC,1385609,TX,2016
820BC,DELTA AIR LINES INC,1383700,GA,
820DN,DELTA AIR LINES INC,138488K,GA,2014
820DX,DELTA AIR LINES INC,1384907,GA,2004
820NN,AMERICAN AIRLINES INC,13844CB,TX,2009
820NW,DELTA AIR LINES INC,3940030,GA,2007
820UA,UNITED AIRLINES INC,3930317,IL,1998
821AK,ALASKA AIRLINES INC,13845FZ,WA,2025
821AN,AMERICAN AIRLINES INC,1385609,TX,2016
821DN,DELTA AIR LINES INC,138488K,GA,2014
821DX,DELTA AIR LINES INC,1384907,GA,2004
821NW,DELTA AIR LINES INC,3940030,GA,2007
821UA,UNITED AIRLINES INC,3930317,IL,1998
822AN,AMERICAN AIRLINES INC,1385609,TX,
822DN,DELTA AIR LINES INC,138488K,GA,2014
822DX,DELTA AIR LINES INC,1384907,GA,2005
822NW,DELTA AIR LINES INC,3940070,GA,2015
822UA,UNITED AIRLINES INC,3930317,IL,1998
82314,UNITED AIRLINES INC,326041A,IL,2014
82333,UNITED AIRLINES INC,3260415,IL,2015
82338,UNITED AIRLINES INC,3260415,IL,2016
82366,UNITED AIRLINES INC,3260979,IL,2020
823AK,ALASKA AIRLINES INC,13845FZ,WA,2025
823AN,AMERICAN AIRLINES INC,1385609,TX,2016
823DX,DELTA AIR LINES INC,1384907,GA,2005
823NW,DELTA AIR LINES INC,3940070,GA,2015
823UA,UNITED AIRLINES INC,3930317,IL,1998
824AN,AMERICAN AIRLINES INC,1385609,TX,2017
824DN,DELTA AIR LINES INC,138488K,GA,2014
824NW,DELTA AIR LINES INC,3940070,GA,2015
824UA,UNITED AIRLINES INC,3930317,IL,1999
825AA,AMERICAN AIRLINES INC,1385609,TX,2017
825DN,DELTA AIR LINES INC,138488K,GA,2014
825MH,DELTA AIR LINES INC,1385134,GA,2000
825NN,AMERICAN AIRLINES INC,13844CB,TX,2010
825NW,DELTA AIR LINES INC,3940070,GA,2015
825UA,UNITED AIRLINES INC,3930317,IL,1999
826AN,AMERICAN AIRLINES INC,1385609,TX,2017
826BC,HAWAIIAN AIRLINES INC,1383700,HI,
826DN,DELTA AIR LINES INC,138488K,GA,2014
826MH,DELTA AIR LINES INC,1385134,GA,2000
826NN,AMERICAN AIRLINES INC,13844CB,TX,2010
826NW,DELTA AIR LINES INC,3940070,GA,2016
826UA,UNITED AIRLINES INC,3930317,IL,1999
827AN,AMERICAN AIRLINES INC,1385609,TX,2017
827DN,DELTA AIR LINES INC,138488K,GA,2014
827MH,DELTA AIR LINES INC,1385134,GA,2001
827NN,AMERICAN AIRLINES INC,13844CB,TX,2010
827UA,UNITED AIRLINES INC,3930317,IL,1999
828AA,AMERICAN AIRLINES INC,1385609,TX,2017
828DN,DELTA AIR LINES INC,138488K,GA,2014
828MH,DELTA AIR LINES INC,1385134,GA,2000
828UA,UNITED AIRLINES INC,3930317,IL,1999
829AN,AMERICAN AIRLINES INC,1385609,TX,2017
829DN,DELTA AIR LINES INC,138488K,GA,2014
829MH,DELTA AIR LINES INC,1385134,GA,2000
829NN,AMERICAN AIRLINES INC,13844CB,TX,2010
829UA,UNITED AIRLINES INC,3930317,IL,2000
8301J,SOUTHWEST AIRLINES CO,138440A,TX,2012
8302F,SOUTHWEST AIRLINES CO,138440A,TX,2012
8303R,SOUTHWEST AIRLINES CO,138440A,TX,2012
8305E,SOUTHWEST AIRLINES CO,138440A,TX,2012
8306H,SOUTHWEST AIRLINES CO,138440A,TX,2012
8308K,SOUTHWEST AIRLINES CO,138440A,TX,2012
8309C,SOUTHWEST AIRLINES CO,138440A,TX,2012
830AN,AMERICAN AIRLINES INC,1385609,TX,2017
830DN,DELTA AIR LINES INC,138488K,GA,2014
830MH,DELTA AIR LINES INC,1385134,GA,2000
830NN,AMERICAN AIRLINES INC,13844CB,TX,2010
830NW,DELTA AIR LINES INC,3940070,GA,2017
830UA,UNITED AIRLINES INC,3930317,IL,2000
8310C,SOUTHWEST AIRLINES CO,138440A,TX,2012
8311Q,SOUTHWEST AIRLINES CO,138440A,TX,2012
8312C,SOUTHWEST AIRLINES CO,138440A,TX,2012
8313F,SOUTHWEST AIRLINES CO,138440A,TX,2012
8314L,SOUTHWEST AIRLINES CO,138440A,TX,2012
8315C,SOUTHWEST AIRLINES CO,138440A,TX,2012
8316H,SOUTHWEST AIRLINES CO,138440A,TX,2012
831AA,AMERICAN AIRLINES INC,1385609,TX,2017
831DN,DELTA AIR LINES INC,138488K,GA,2014
831MH,DELTA AIR LINES INC,1385134,GA,2000
831NN,AMERICAN AIRLINES INC,13844CB,TX,2010
831NW,DELTA AIR LINES INC,3940070,GA,2017
831UA,UNITED AIRLINES INC,3930317,IL,2000
8320J,SOUTHWEST AIRLINES CO,138440A,TX,2012
8321D,SOUTHWEST AIRLINES CO,138440A,TX,2012
832AA,AMERICAN AIRLINES INC,1385609,TX,2017
832DN,DELTA AIR LINES INC,138488K,GA,2015
832MH,DELTA AIR LINES INC,1385134,GA,2000
